Station Positions: 
0,323.000,309.000
1,335.000,324.000
2,313.000,295.000
3,274.000,323.000
4,255.000,428.000
5,244.000,349.000
6,251.000,275.000
7,175.000,304.000
8,191.000,456.000
9,292.000,247.000
10,187.000,396.000
11,335.000,364.000
12,265.000,468.000
13,383.000,289.000
14,225.000,270.000
15,255.000,408.000
16,176.000,245.000
17,351.000,255.000
18,200.000,495.000
19,310.000,341.000
20,254.000,317.000
21,280.000,398.000
22,353.000,356.000
23,154.000,277.000
24,274.000,247.000
25,206.000,283.000
26,347.000,318.000
27,180.000,415.000
28,225.000,352.000
29,259.000,360.000
30,210.000,503.000
31,258.000,296.000
32,262.000,472.000
33,170.000,264.000
34,303.000,331.000
35,299.000,324.000
36,330.000,330.000
37,323.000,337.000
38,327.000,345.000
39,355.000,263.000
40,279.000,303.000
41,189.000,435.000
42,201.000,354.000
43,194.000,475.000
44,257.000,277.000
45,314.000,373.000
46,188.000,415.000
47,234.000,410.000
48,261.000,391.000
49,194.000,363.000
50,374.000,268.000
51,386.000,313.000
52,379.000,337.000
53,387.000,303.000
54,220.000,227.000
55,179.000,240.000
56,212.000,227.000
57,270.000,349.000
58,249.000,499.000


 score_average_len: 
 ,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 ,33 ,34 ,35 ,36 ,37 ,38 ,39 ,40 ,41 ,42 ,43 ,44 ,45 ,46 ,47 ,48 ,49 ,50 ,51 ,52 ,53 ,54 ,55 ,56 ,57 ,58
0 ,1.000 ,0.281 ,0.371 ,0.252 ,0.000 ,0.000 ,0.055 ,0.014 ,0.000 ,0.045 ,0.000 ,0.000 ,0.000 ,0.392 ,0.013 ,0.000 ,0.000 ,0.000 ,0.000 ,0.075 ,0.178 ,0.000 ,0.000 ,0.000 ,0.098 ,0.000 ,0.081 ,0.000 ,0.000 ,0.000 ,0.000 ,0.061 ,0.000 ,0.000 ,0.341 ,0.601 ,0.080 ,0.032 ,0.000 ,0.003 ,0.019 ,0.000 ,0.000 ,0.000 ,0.047 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.043 ,0.031 ,0.000 ,0.085 ,0.000 ,0.000 ,0.023 ,0.014 ,0.000 ,
1 ,0.281 ,1.000 ,0.244 ,0.022 ,0.000 ,0.177 ,0.000 ,0.000 ,0.000 ,0.038 ,0.000 ,0.041 ,0.000 ,0.066 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.683 ,0.000 ,0.000 ,0.020 ,0.000 ,0.060 ,0.000 ,0.821 ,0.000 ,0.225 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.194 ,0.095 ,0.820 ,0.731 ,0.140 ,0.003 ,0.000 ,0.000 ,0.211 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.089 ,0.025 ,0.268 ,0.004 ,0.461 ,0.000 ,0.000 ,0.000 ,0.201 ,0.000 ,
2 ,0.371 ,0.244 ,1.000 ,0.106 ,0.047 ,0.050 ,0.086 ,0.052 ,0.000 ,0.084 ,0.000 ,0.000 ,0.051 ,0.023 ,0.131 ,0.047 ,0.000 ,0.003 ,0.000 ,0.040 ,0.076 ,0.048 ,0.000 ,0.000 ,0.101 ,0.000 ,0.072 ,0.000 ,0.000 ,0.054 ,0.000 ,0.201 ,0.052 ,0.000 ,0.016 ,0.109 ,0.071 ,0.031 ,0.000 ,0.270 ,0.363 ,0.000 ,0.000 ,0.000 ,0.067 ,0.000 ,0.000 ,0.000 ,0.047 ,0.000 ,0.337 ,0.001 ,0.000 ,0.019 ,0.000 ,0.000 ,0.000 ,0.064 ,0.000 ,
3 ,0.252 ,0.022 ,0.106 ,1.000 ,0.265 ,0.475 ,0.223 ,0.276 ,0.008 ,0.173 ,0.093 ,0.120 ,0.272 ,0.000 ,0.177 ,0.290 ,0.085 ,0.033 ,0.000 ,0.057 ,0.666 ,0.297 ,0.121 ,0.153 ,0.187 ,0.152 ,0.000 ,0.084 ,0.376 ,0.497 ,0.000 ,0.438 ,0.271 ,0.124 ,0.113 ,0.555 ,0.099 ,0.000 ,0.000 ,0.029 ,0.415 ,0.022 ,0.359 ,0.000 ,0.275 ,0.064 ,0.047 ,0.000 ,0.329 ,0.284 ,0.016 ,0.000 ,0.000 ,0.024 ,0.000 ,0.058 ,0.019 ,0.456 ,0.000 ,
4 ,0.000 ,0.000 ,0.047 ,0.265 ,1.000 ,0.501 ,0.257 ,0.072 ,0.079 ,0.095 ,0.052 ,0.449 ,0.663 ,0.000 ,0.076 ,0.766 ,0.003 ,0.040 ,0.008 ,0.010 ,0.435 ,0.675 ,0.456 ,0.010 ,0.193 ,0.063 ,0.000 ,0.108 ,0.215 ,0.550 ,0.001 ,0.352 ,0.663 ,0.005 ,0.000 ,0.092 ,0.000 ,0.022 ,0.051 ,0.037 ,0.205 ,0.285 ,0.132 ,0.026 ,0.236 ,0.480 ,0.076 ,0.343 ,0.681 ,0.121 ,0.021 ,0.059 ,0.434 ,0.000 ,0.000 ,0.002 ,0.000 ,0.461 ,0.326 ,
5 ,0.000 ,0.177 ,0.050 ,0.475 ,0.501 ,1.000 ,0.369 ,0.215 ,0.023 ,0.163 ,0.091 ,0.277 ,0.429 ,0.000 ,0.092 ,0.575 ,0.072 ,0.043 ,0.000 ,0.261 ,0.688 ,0.435 ,0.282 ,0.136 ,0.323 ,0.056 ,0.184 ,0.080 ,0.765 ,0.856 ,0.000 ,0.564 ,0.444 ,0.105 ,0.095 ,0.225 ,0.267 ,0.263 ,0.058 ,0.040 ,0.256 ,0.052 ,0.639 ,0.002 ,0.403 ,0.242 ,0.048 ,0.104 ,0.589 ,0.492 ,0.023 ,0.054 ,0.194 ,0.056 ,0.000 ,0.049 ,0.000 ,0.819 ,0.065 ,
6 ,0.055 ,0.000 ,0.086 ,0.223 ,0.257 ,0.369 ,1.000 ,0.032 ,0.018 ,0.322 ,0.008 ,0.181 ,0.239 ,0.000 ,0.773 ,0.306 ,0.000 ,0.332 ,0.000 ,0.000 ,0.441 ,0.210 ,0.191 ,0.022 ,0.395 ,0.648 ,0.000 ,0.007 ,0.153 ,0.407 ,0.000 ,0.613 ,0.244 ,0.000 ,0.000 ,0.041 ,0.000 ,0.000 ,0.049 ,0.059 ,0.344 ,0.008 ,0.128 ,0.005 ,0.925 ,0.188 ,0.007 ,0.036 ,0.294 ,0.134 ,0.037 ,0.058 ,0.197 ,0.000 ,0.198 ,0.000 ,0.155 ,0.318 ,0.000 ,
7 ,0.014 ,0.000 ,0.052 ,0.276 ,0.072 ,0.215 ,0.032 ,1.000 ,0.501 ,0.086 ,0.520 ,0.138 ,0.077 ,0.000 ,0.019 ,0.077 ,0.532 ,0.000 ,0.467 ,0.000 ,0.298 ,0.085 ,0.140 ,0.739 ,0.131 ,0.000 ,0.000 ,0.492 ,0.236 ,0.220 ,0.340 ,0.280 ,0.077 ,0.685 ,0.000 ,0.050 ,0.093 ,0.000 ,0.000 ,0.043 ,0.333 ,0.487 ,0.310 ,0.494 ,0.100 ,0.017 ,0.514 ,0.010 ,0.080 ,0.604 ,0.000 ,0.000 ,0.010 ,0.024 ,0.000 ,0.494 ,0.000 ,0.206 ,0.000 ,
8 ,0.000 ,0.000 ,0.000 ,0.008 ,0.079 ,0.023 ,0.018 ,0.501 ,1.000 ,0.000 ,0.559 ,0.000 ,0.083 ,0.000 ,0.000 ,0.043 ,0.472 ,0.000 ,0.553 ,0.000 ,0.019 ,0.060 ,0.000 ,0.559 ,0.011 ,0.000 ,0.000 ,0.584 ,0.009 ,0.032 ,0.381 ,0.020 ,0.065 ,0.576 ,0.000 ,0.025 ,0.000 ,0.000 ,0.000 ,0.000 ,0.039 ,0.668 ,0.136 ,0.683 ,0.019 ,0.008 ,0.601 ,0.026 ,0.044 ,0.455 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.466 ,0.000 ,0.034 ,0.000 ,
9 ,0.045 ,0.038 ,0.084 ,0.173 ,0.095 ,0.163 ,0.322 ,0.086 ,0.000 ,1.000 ,0.000 ,0.066 ,0.104 ,0.000 ,0.351 ,0.095 ,0.097 ,0.565 ,0.000 ,0.000 ,0.168 ,0.064 ,0.067 ,0.088 ,0.684 ,0.358 ,0.000 ,0.000 ,0.078 ,0.174 ,0.000 ,0.215 ,0.106 ,0.095 ,0.000 ,0.042 ,0.093 ,0.000 ,0.000 ,0.281 ,0.116 ,0.000 ,0.087 ,0.000 ,0.357 ,0.000 ,0.000 ,0.000 ,0.096 ,0.101 ,0.216 ,0.000 ,0.000 ,0.000 ,0.500 ,0.072 ,0.422 ,0.127 ,0.000 ,
10 ,0.000 ,0.000 ,0.000 ,0.093 ,0.052 ,0.091 ,0.008 ,0.520 ,0.559 ,0.000 ,1.000 ,0.180 ,0.037 ,0.000 ,0.000 ,0.129 ,0.473 ,0.000 ,0.501 ,0.000 ,0.013 ,0.241 ,0.183 ,0.591 ,0.017 ,0.000 ,0.000 ,0.741 ,0.101 ,0.130 ,0.365 ,0.013 ,0.029 ,0.586 ,0.000 ,0.119 ,0.000 ,0.000 ,0.000 ,0.000 ,0.042 ,0.579 ,0.222 ,0.534 ,0.010 ,0.264 ,0.712 ,0.073 ,0.317 ,0.543 ,0.000 ,0.000 ,0.187 ,0.000 ,0.000 ,0.463 ,0.000 ,0.123 ,0.000 ,
11 ,0.000 ,0.041 ,0.000 ,0.120 ,0.449 ,0.277 ,0.181 ,0.138 ,0.000 ,0.066 ,0.180 ,1.000 ,0.388 ,0.000 ,0.000 ,0.490 ,0.086 ,0.000 ,0.000 ,0.038 ,0.289 ,0.582 ,0.959 ,0.175 ,0.271 ,0.000 ,0.036 ,0.141 ,0.163 ,0.344 ,0.000 ,0.289 ,0.383 ,0.129 ,0.000 ,0.000 ,0.132 ,0.096 ,0.251 ,0.000 ,0.012 ,0.080 ,0.133 ,0.044 ,0.265 ,0.851 ,0.129 ,0.432 ,0.511 ,0.128 ,0.000 ,0.164 ,0.819 ,0.052 ,0.000 ,0.059 ,0.000 ,0.382 ,0.306 ,
12 ,0.000 ,0.000 ,0.051 ,0.272 ,0.663 ,0.429 ,0.239 ,0.077 ,0.083 ,0.104 ,0.037 ,0.388 ,1.000 ,0.000 ,0.065 ,0.593 ,0.003 ,0.044 ,0.037 ,0.000 ,0.422 ,0.520 ,0.389 ,0.008 ,0.186 ,0.072 ,0.000 ,0.043 ,0.121 ,0.469 ,0.004 ,0.336 ,0.969 ,0.005 ,0.000 ,0.095 ,0.000 ,0.021 ,0.067 ,0.041 ,0.205 ,0.065 ,0.045 ,0.284 ,0.232 ,0.394 ,0.026 ,0.207 ,0.545 ,0.041 ,0.023 ,0.108 ,0.430 ,0.000 ,0.000 ,0.002 ,0.000 ,0.392 ,0.354 ,
13 ,0.392 ,0.066 ,0.023 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,1.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.082 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.390 ,0.332 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.254 ,0.262 ,0.047 ,0.372 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,
