Edge Index,Length
0,3.44123
1,2.6611
2,3.1832
3,29.7887
4,10.7311
5,1.95506
6,10.7311
7,7.99602
8,18.6592
9,7.95693
10,3.98556
11,1.95576
12,3.98556
13,7.33717
14,6.01334
15,5.9135
16,6.0051
17,2.05159
18,6.0051
19,1.8714
20,5.98694
21,2.6079
22,5.98088
23,2.00256
24,5.90863
25,2.63253
26,0.963243
27,16.5478
28,2.34788
29,16.5478
30,5.96529
31,1.02928
32,5.90863
33,8.72365
34,3.56097
35,3.42439
