Node Name, Edge Length
r,18.82
rf,16.09
rff,11.81
rfff,18.7
rffff,18.7
rfffff,18.77
rffffb,11.81
rfffb,18.7
rfffbf,34.76
rfffbff,18.82
rfffbb,15.82
rfffbbf,31.7617
rfffbbff,7.8
rffb,8.01
rffbf,8.14173
rffbff,8.01
rffbffb,8.01
rffbffbf,8.01
rffbfb,35.89
rffbfbf,35.89
rffbb,43.9
rffbbf,43.9
rb,18.77
rbf,7.99
rbff,7.99
